Site,SampleDate,Location,Wsair,Time,Elapsed_Time,Et_Units,Temp,Ractual,Rblank,
TOMR,8/15/2015,0-15,60,NA,30,m,,1.021,,
TOMR,8/15/2015,0-15,60,NA,60,m,21,1.02,1.0030,
TOMR,8/15/2015,0-15,60,NA,90,m,,1.0185,,
TOMR,8/15/2015,0-15,60,NA,120,m,21,1.018,1.0030,
TOMR,8/15/2015,0-15,60,NA,1440,m,20,1.016,1.0030,
TOMR,8/15/2015,15-30,60,11:43:00 AM,0,s,21,,1.0030,
TOMR,8/15/2015,15-30,60,NA,30,s,,1.028,,
TOMR,8/15/2015,15-30,60,NA,60,s,,1.0265,,
TOMR,8/15/2015,15-30,60,NA,3,m,,1.0255,,
TOMR,8/15/2015,15-30,60,NA,10,m,,1.023,,
TOMR,8/15/2015,15-30,60,NA,30,m,,1.0215,,
TOMR,8/15/2015,15-30,60,NA,60,m,21,1.02,1.0030,
TOMR,8/15/2015,15-30,60,NA,90,m,,1.0195,,
TOMR,8/15/2015,15-30,60,NA,120,m,21,1.019,1.0030,
TOMR,8/15/2015,15-30,60,NA,1440,m,20,1.016,1.0030,
LIVE,8/16/2015,4-7F,60,11:56:00 AM,0,s,20,,1.0035,
LIVE,8/16/2015,4-7F,60,NA,30,s,,1.025,,
LIVE,8/16/2015,4-7F,60,NA,60,s,,1.024,,
LIVE,8/16/2015,4-7F,60,NA,3,m,,1.021,,
LIVE,8/16/2015,4-7F,60,NA,10,m,,1.019,,
LIVE,8/16/2015,4-7F,60,NA,30,m,,1.0165,,
LIVE,8/16/2015,4-7F,60,NA,60,m,20,1.0155,1.0035,
LIVE,8/16/2015,4-7F,60,NA,90,m,,1.026,,
LIVE,8/16/2015,4-7F,60,NA,120,m,20,1.0145,1.0035,
LIVE,8/16/2015,4-7F,60,NA,1440,m,20,1.011,1.0030,
LIVE,8/16/2015,0-15,60,11:58:00 AM,0,s,20,,1.0035,
LIVE,8/16/2015,0-15,60,NA,30,s,,1.028,,
LIVE,8/16/2015,0-15,60,NA,60,s,,1.026,,
LIVE,8/16/2015,0-15,60,NA,3,m,,1.0255,,
LIVE,8/16/2015,0-15,60,NA,10,m,,1.023,,
LIVE,8/16/2015,0-15,60,NA,30,m,,1.0195,,
LIVE,8/16/2015,0-15,60,NA,60,m,20,1.018,1.0035,
LIVE,8/16/2015,0-15,60,NA,90,m,,1.017,,
LIVE,8/16/2015,0-15,60,NA,120,m,20,1.016,1.0035,
LIVE,8/16/2015,0-15,60,NA,1440,m,20,1.0105,1.0030,
LIVE,8/16/2015,15-30,60,12:01:00 PM,0,s,20,,1.0035,
LIVE,8/16/2015,15-30,60,NA,30,s,,1.027,,
LIVE,8/16/2015,15-30,60,NA,60,s,,1.0265,,
LIVE,8/16/2015,15-30,60,NA,3,m,,1.026,,
LIVE,8/16/2015,15-30,60,NA,10,m,,1.023,,
LIVE,8/16/2015,15-30,60,NA,30,m,,1.021,,
LIVE,8/16/2015,15-30,60,NA,60,m,20,1.019,1.0035,
LIVE,8/16/2015,15-30,60,NA,90,m,,1.018,,
LIVE,8/16/2015,15-30,60,NA,120,m,20,1.017,1.0035,
LIVE,8/16/2015,15-30,60,NA,1440,m,20,1.0115,1.0030,
ALBA,8/17/2015,4-7F,60,12:24:00 PM,0,s,20.5,,1.0025,
ALBA,8/17/2015,4-7F,60,NA,30,s,,1.015,,
ALBA,8/17/2015,4-7F,60,NA,60,s,,1.0115,,
ALBA,8/17/2015,4-7F,60,NA,3,m,,1.0095,,
ALBA,8/17/2015,4-7F,60,NA,10,m,,1.0075,,
ALBA,8/17/2015,4-7F,60,NA,30,m,,1.0065,,
ALBA,8/17/2015,4-7F,60,NA,60,m,21,1.0055,1.0025,
ALBA,8/17/2015,4-7F,60,NA,90,m,,1.0055,,
ALBA,8/17/2015,4-7F,60,NA,120,m,21.5,1.005,1.0025,
ALBA,8/17/2015,4-7F,60,NA,1440,m,21,1.004,1.0025,
ALBA,8/17/2015,0-15,60,12:26:00 PM,0,s,20.5,,1.0025,
ALBA,8/17/2015,0-15,60,NA,30,s,,1.0145,,
ALBA,8/17/2015,0-15,60,NA,60,s,,1.0115,,
ALBA,8/17/2015,0-15,60,NA,3,m,,1.01,,
ALBA,8/17/2015,0-15,60,NA,10,m,,1.008,,
ALBA,8/17/2015,0-15,60,NA,30,m,,1.007,,
ALBA,8/17/2015,0-15,60,NA,60,m,21,1.0065,1.0025,
ALBA,8/17/2015,0-15,60,NA,90,m,,1.006,,
ALBA,8/17/2015,0-15,60,NA,120,m,21.5,1.006,1.0025,
ALBA,8/17/2015,0-15,60,NA,1440,m,21,1.0055,1.0025,
ALBA,8/17/2015,15-30,60,12:28:00 PM,0,s,20.5,,1.0025,
ALBA,8/17/2015,15-30,60,NA,30,s,,1.0155,,
ALBA,8/17/2015,15-30,60,NA,60,s,,1.013,,
ALBA,8/17/2015,15-30,60,NA,3,m,,1.0115,,
ALBA,8/17/2015,15-30,60,NA,10,m,,1.011,,
ALBA,8/17/2015,15-30,60,NA,30,m,,1.0085,,
ALBA,8/17/2015,15-30,60,NA,60,m,21,1.0075,1.0025,
ALBA,8/17/2015,15-30,60,NA,90,m,,1.0075,,
ALBA,8/17/2015,15-30,60,NA,120,m,21.5,1.007,1.0025,
ALBA,8/17/2015,15-30,60,NA,1440,m,21,1.0055,1.0025,
USDA,8/18/2015,4-7F,60,12:48:00 PM,0,s,21,,1.0035,
USDA,8/18/2015,4-7F,60,NA,30,s,,1.017,,
USDA,8/18/2015,4-7F,60,NA,60,s,,1.0155,,
USDA,8/18/2015,4-7F,60,NA,3,m,,1.014,,
USDA,8/18/2015,4-7F,60,NA,10,m,,1.0125,,
USDA,8/18/2015,4-7F,60,NA,30,m,,1.011,,
USDA,8/18/2015,4-7F,60,NA,60,m,21,1.01,1.0040,
USDA,8/18/2015,4-7F,60,NA,90,m,,1.0095,,
USDA,8/18/2015,4-7F,60,NA,120,m,20.5,1.009,1.0040,
USDA,8/18/2015,4-7F,60,NA,1440,m,21,1.006,1.0040,
USDA,8/18/2015,0-15,60,12:50:00 PM,0,s,21,,1.0035,
USDA,8/18/2015,0-15,60,NA,30,s,,1.013,,
USDA,8/18/2015,0-15,60,NA,60,s,,1.0125,,
USDA,8/18/2015,0-15,60,NA,3,m,,1.011,,
USDA,8/18/2015,0-15,60,NA,10,m,,1.009,,
USDA,8/18/2015,0-15,60,NA,30,m,,1.008,,
USDA,8/18/2015,0-15,60,NA,60,m,21,1.0075,1.0040,
USDA,8/18/2015,0-15,60,NA,90,m,,1.007,,
USDA,8/18/2015,0-15,60,NA,120,m,20.5,1.0065,1.0040,
USDA,8/18/2015,0-15,60,NA,1440,m,21,1.005,1.0040,
USDA,8/18/2015,15-30,60,12:52:00 PM,0,s,21,,1.0035,
USDA,8/18/2015,15-30,60,NA,30,s,,1.013,,
USDA,8/18/2015,15-30,60,NA,60,s,,1.011,,
USDA,8/18/2015,15-30,60,NA,3,m,,1.0095,,
USDA,8/18/2015,15-30,60,NA,10,m,,1.008,,
USDA,8/18/2015,15-30,60,NA,30,m,,1.007,,
USDA,8/18/2015,15-30,60,NA,60,m,21,1.0065,1.0040,
USDA,8/18/2015,15-30,60,NA,90,m,,1.0065,,
USDA,8/18/2015,15-30,60,NA,120,m,20.5,1.006,1.0040,
USDA,8/18/2015,15-30,60,NA,1440,m,21,1.005,1.0040,
ROYF,9/18/2015,4-7F,60,9:38:00 AM,0,s,22,,1.0030,
ROYF,9/18/2015,4-7F,60,NA,30,s,,1.0175,,
ROYF,9/18/2015,4-7F,60,NA,60,s,,1.0155,,
ROYF,9/18/2015,4-7F,60,NA,3,m,,1.012,,
ROYF,9/18/2015,4-7F,60,NA,10,m,,1.0105,,
ROYF,9/18/2015,4-7F,60,NA,30,m,,1.009,,
ROYF,9/18/2015,4-7F,60,NA,60,m,21.5,1.0085,1.0030,
ROYF,9/18/2015,4-7F,60,NA,90,m,,1.008,,
ROYF,9/18/2015,4-7F,60,NA,120,m,21,1.008,1.0030,
ROYF,9/18/2015,4-7F,60,NA,1440,m,20.5,1.006,1.0030,
ROYF,9/18/2015,0-15,60,9:40:00 AM,0,s,22,,1.0030,
ROYF,9/18/2015,0-15,60,NA,30,s,,1.015,,
ROYF,9/18/2015,0-15,60,NA,60,s,,1.013,,
ROYF,9/18/2015,0-15,60,NA,3,m,,1.0115,,
ROYF,9/18/2015,0-15,60,NA,10,m,,1.011,,
ROYF,9/18/2015,0-15,60,NA,30,m,,1.009,,
ROYF,9/18/2015,0-15,60,NA,60,m,21.5,1.005,1.0030,
ROYF,9/18/2015,0-15,60,NA,90,m,,1.008,,
ROYF,9/18/2015,0-15,60,NA,120,m,21,1.008,1.0030,
ROYF,9/18/2015,0-15,60,NA,1440,m,20.5,1.006,1.0030,
ROYF,9/18/2015,15-30,60,9:42:00 AM,0,s,22,,1.0030,
ROYF,9/18/2015,15-30,60,NA,30,s,,1.014,,
ROYF,9/18/2015,15-30,60,NA,60,s,,1.013,,
ROYF,9/18/2015,15-30,60,NA,3,m,,1.01,,
ROYF,9/18/2015,15-30,60,NA,10,m,,1.009,,
ROYF,9/18/2015,15-30,60,NA,30,m,,1.0085,,
ROYF,9/18/2015,15-30,60,NA,60,m,21.5,1.008,1.0030,
ROYF,9/18/2015,15-30,60,NA,90,m,,1.008,,
ROYF,9/18/2015,15-30,60,NA,120,m,21,1.0075,1.0030,
ROYF,9/18/2015,15-30,60,NA,1440,m,20.5,1.00575,1.0030,
CHAV,9/19/2015,4-7F,60,3:36:00 AM,0,s,20,,1.0030,
CHAV,9/19/2015,4-7F,60,NA,30,s,,1.016,,
CHAV,9/19/2015,4-7F,60,NA,60,s,,1.015,,
CHAV,9/19/2015,4-7F,60,NA,3,m,,1.0135,,
CHAV,9/19/2015,4-7F,60,NA,10,m,,1.011,,
CHAV,9/19/2015,4-7F,60,NA,30,m,,1.0105,,
CHAV,9/19/2015,4-7F,60,NA,60,m,20,1.01,1.0030,
CHAV,9/19/2015,4-7F,60,NA,90,m,,1.01,,
CHAV,9/19/2015,4-7F,60,NA,120,m,20,1.0095,1.0030,
CHAV,9/19/2015,4-7F,60,NA,1440,m,20,1.008,1.0030,
CHAV,9/19/2015,0-15,60,3:41:00 AM,0,s,20,,1.0030,
CHAV,9/19/2015,0-15,60,NA,30,s,,1.012,,
CHAV,9/19/2015,0-15,60,NA,60,s,,1.01,,
CHAV,9/19/2015,0-15,60,NA,3,m,,1.0105,,
CHAV,9/19/2015,0-15,60,NA,10,m,,1.009,,
CHAV,9/19/2015,0-15,60,NA,30,m,,1.0082,,
CHAV,9/19/2015,0-15,60,NA,60,m,20,1.008,1.0030,
CHAV,9/19/2015,0-15,60,NA,90,m,,1.0076,,
CHAV,9/19/2015,0-15,60,NA,120,m,20,1.0075,1.0030,
CHAV,9/19/2015,0-15,60,NA,1440,m,20,1.0065,1.0030,
CHAV,9/19/2015,15-30,60,3:52:00 AM,0,s,20,,1.0030,
CHAV,9/19/2015,15-30,60,NA,30,s,,1.0125,,
CHAV,9/19/2015,15-30,60,NA,60,s,,1.011,,
CHAV,9/19/2015,15-30,60,NA,3,m,,1.0105,,
CHAV,9/19/2015,15-30,60,NA,10,m,,1.0085,,
CHAV,9/19/2015,15-30,60,NA,30,m,,1.0076,,
CHAV,9/19/2015,15-30,60,NA,60,m,20,1.0075,1.0030,
CHAV,9/19/2015,15-30,60,NA,90,m,,1.007,,
CHAV,9/19/2015,15-30,60,NA,120,m,20,1.007,1.0030,
CHAV,9/19/2015,15-30,60,NA,1440,m,20,1.0054,1.0030,
ARDI,9/20/2015,4-7F,60,4:13:00 AM,0,s,23,,1.0020,
ARDI,9/20/2015,4-7F,60,NA,30,s,,1.0395,,
ARDI,9/20/2015,4-7F,60,NA,60,s,,1.038,,
ARDI,9/20/2015,4-7F,60,NA,3,m,,1.0365,,
ARDI,9/20/2015,4-7F,60,NA,10,m,,1.033,,
ARDI,9/20/2015,4-7F,60,NA,30,m,,1.0295,,
ARDI,9/20/2015,4-7F,60,NA,60,m,24,1.0265,1.0025,
ARDI,9/20/2015,4-7F,60,NA,90,m,,1.026,,
ARDI,9/20/2015,4-7F,60,NA,120,m,23,1.024,1.0000,
ARDI,9/20/2015,4-7F,60,NA,1440,m,23,1.018,1.0000,
ARDI,9/20/2015,0-15,60,4:17:00 AM,0,s,23,,1.0020,
ARDI,9/20/2015,0-15,60,NA,30,s,,1.0385,,
ARDI,9/20/2015,0-15,60,NA,60,s,,1.0375,,
ARDI,9/20/2015,0-15,60,NA,3,m,,1.0355,,
ARDI,9/20/2015,0-15,60,NA,10,m,,1.0315,,
ARDI,9/20/2015,0-15,60,NA,30,m,,1.028,,
ARDI,9/20/2015,0-15,60,NA,60,m,24,1.025,1.0025,
ARDI,9/20/2015,0-15,60,NA,90,m,,1.0235,,
ARDI,9/20/2015,0-15,60,NA,120,m,23,1.0225,1.0000,
ARDI,9/20/2015,0-15,60,NA,1440,m,23,1.017,1.0000,
ARDI,9/20/2015,15-30,60,4:25:00 AM,0,s,23,,1.0020,
ARDI,9/20/2015,15-30,60,NA,30,s,,1.039,,
ARDI,9/20/2015,15-30,60,NA,60,s,,1.0365,,
ARDI,9/20/2015,15-30,60,NA,3,m,,1.0355,,
ARDI,9/20/2015,15-30,60,NA,10,m,,1.0325,,
ARDI,9/20/2015,15-30,60,NA,30,m,,1.0285,,
ARDI,9/20/2015,15-30,60,NA,60,m,24,1.026,1.0025,
ARDI,9/20/2015,15-30,60,NA,90,m,,1.0245,,
ARDI,9/20/2015,15-30,60,NA,120,m,23,1.0235,1.0000,
ARDI,9/20/2015,15-30,60,NA,1440,m,23,1.018,1.0000,
LEON,9/21/2015,4-7F,60,4:23:00 AM,0,s,20,,1.0030,
LEON,9/21/2015,4-7F,60,NA,30,s,,1.019,,
LEON,9/21/2015,4-7F,60,NA,60,s,,1.0185,,
LEON,9/21/2015,4-7F,60,NA,3,m,,1.0145,,
LEON,9/21/2015,4-7F,60,NA,10,m,,1.008,,
LEON,9/21/2015,4-7F,60,NA,30,m,,1.0095,,
LEON,9/21/2015,4-7F,60,NA,60,m,20,1.0085,1.0030,
LEON,9/21/2015,4-7F,60,NA,90,m,,1.0084,,
LEON,9/21/2015,4-7F,60,NA,120,m,20,1.0075,1.0030,
LEON,9/21/2015,4-7F,60,NA,1440,m,20.5,1.0055,1.0030,
LEON,9/21/2015,0-15,60,4:28:00 AM,0,s,20,,1.0030,
LEON,9/21/2015,0-15,60,NA,30,s,,1.011,,
LEON,9/21/2015,0-15,60,NA,60,s,,1.0105,,
LEON,9/21/2015,0-15,60,NA,3,m,,1.009,,
LEON,9/21/2015,0-15,60,NA,10,m,,1.0075,,
LEON,9/21/2015,0-15,60,NA,30,m,,1.0065,,
LEON,9/21/2015,0-15,60,NA,60,m,20,1.006,1.0030,
LEON,9/21/2015,0-15,60,NA,90,m,,1.006,,
LEON,9/21/2015,0-15,60,NA,120,m,20,1.006,1.0030,
LEON,9/21/2015,0-15,60,NA,1440,m,20.5,1.005,1.0030,
LEON,9/21/2015,15-30,60,4:34:00 AM,0,s,20,,1.0030,
LEON,9/21/2015,15-30,60,NA,30,s,,1.011,,
LEON,9/21/2015,15-30,60,NA,60,s,,1.0105,,
LEON,9/21/2015,15-30,60,NA,3,m,,1.0085,,
LEON,9/21/2015,15-30,60,NA,10,m,,1.0075,,
LEON,9/21/2015,15-30,60,NA,30,m,,1.007,,
LEON,9/21/2015,15-30,60,NA,60,m,20,1.0065,1.0030,
LEON,9/21/2015,15-30,60,NA,90,m,,1.006,,
LEON,9/21/2015,15-30,60,NA,120,m,20,1.006,1.0030,
LEON,9/21/2015,15-30,60,NA,1440,m,20.5,1.005,1.0030,
TARP,9/22/2015,4-7F,60,4:46:00 AM,0,s,20.5,,1.0030,
TARP,9/22/2015,4-7F,60,NA,30,s,,1.022,,
TARP,9/22/2015,4-7F,60,NA,60,s,,1.0205,,
TARP,9/22/2015,4-7F,60,NA,3,m,,1.0175,,
TARP,9/22/2015,4-7F,60,NA,10,m,,1.014,,
TARP,9/22/2015,4-7F,60,NA,30,m,,1.0115,,
TARP,9/22/2015,4-7F,60,NA,60,m,20.5,1.0105,1.0030,
TARP,9/22/2015,4-7F,60,NA,90,m,,1.01,,
TARP,9/22/2015,4-7F,60,NA,120,m,21.5,1.0095,1.0030,
TARP,9/22/2015,4-7F,60,NA,1440,m,20,1.007,1.0030,
TARP,9/22/2015,0-15,60,4:49:00 AM,0,s,20.5,,1.0030,
TARP,9/22/2015,0-15,60,NA,30,s,,1.023,,
TARP,9/22/2015,0-15,60,NA,60,s,,1.021,,
TARP,9/22/2015,0-15,60,NA,3,m,,1.018,,
TARP,9/22/2015,0-15,60,NA,10,m,,1.0155,,
TARP,9/22/2015,0-15,60,NA,30,m,,1.0115,,
TARP,9/22/2015,0-15,60,NA,60,m,20.5,1.01,1.0030,
TARP,9/22/2015,0-15,60,NA,90,m,,1.01,,
TARP,9/22/2015,0-15,60,NA,120,m,21.5,1.0095,1.0030,
TARP,9/22/2015,0-15,60,NA,1440,m,20,1.0065,1.0030,
TARP,9/22/2015,15-30,60,4:52:00 AM,0,s,20.5,,1.0030,
TARP,9/22/2015,15-30,60,NA,30,s,,1.0245,,
TARP,9/22/2015,15-30,60,NA,60,s,,1.024,,
TARP,9/22/2015,15-30,60,NA,3,m,,1.019,,
TARP,9/22/2015,15-30,60,NA,10,m,,1.015,,
TARP,9/22/2015,15-30,60,NA,30,m,,1.012,,
TARP,9/22/2015,15-30,60,NA,60,m,20.5,1.0105,1.0030,
TARP,9/22/2015,15-30,60,NA,90,m,,1.01,,
TARP,9/22/2015,15-30,60,NA,120,m,21.5,1.0095,1.0030,
TARP,9/22/2015,15-30,60,NA,1440,m,20,1.0065,1.0030,
JAVI,9/23/2015,4-7F,60,5:03:00 AM,0,s,21,,1.0015,
JAVI,9/23/2015,4-7F,60,NA,30,s,,1.01,,
JAVI,9/23/2015,4-7F,60,NA,60,s,,1.009,,
JAVI,9/23/2015,4-7F,60,NA,3,m,,1.007,,
JAVI,9/23/2015,4-7F,60,NA,10,m,,1.0055,,
JAVI,9/23/2015,4-7F,60,NA,30,m,,1.0045,,
JAVI,9/23/2015,4-7F,60,NA,60,m,20.5,1.004,1.0015,
JAVI,9/23/2015,4-7F,60,NA,90,m,,1.0035,,
JAVI,9/23/2015,4-7F,60,NA,120,m,21,1.0045,1.0015,
JAVI,9/23/2015,4-7F,60,NA,1440,m,20.5,1.0025,1.0010,
JAVI,9/23/2015,0-15,60,5:05:00 AM,0,s,21,,1.0015,
JAVI,9/23/2015,0-15,60,NA,30,s,,1.016,,
JAVI,9/23/2015,0-15,60,NA,60,s,,1.0155,,
JAVI,9/23/2015,0-15,60,NA,3,m,,1.013,,
JAVI,9/23/2015,0-15,60,NA,10,m,,1.0105,,
JAVI,9/23/2015,0-15,60,NA,30,m,,1.0105,,
JAVI,9/23/2015,0-15,60,NA,60,m,20.5,1.009,1.0015,
JAVI,9/23/2015,0-15,60,NA,90,m,,1.0085,,
JAVI,9/23/2015,0-15,60,NA,120,m,21,1.0085,1.0015,
JAVI,9/23/2015,0-15,60,NA,1440,m,20.5,1.007,1.0010,
JAVI,9/23/2015,15-30,60,5:07:00 AM,0,s,21,,1.0015,
JAVI,9/23/2015,15-30,60,NA,30,s,,1.0155,,
JAVI,9/23/2015,15-30,60,NA,60,s,,1.015,,
JAVI,9/23/2015,15-30,60,NA,3,m,,1.013,,
JAVI,9/23/2015,15-30,60,NA,10,m,,1.011,,
JAVI,9/23/2015,15-30,60,NA,30,m,,1.011,,
JAVI,9/23/2015,15-30,60,NA,60,m,20.5,1.009,1.0015,
JAVI,9/23/2015,15-30,60,NA,90,m,,1.009,,
JAVI,9/23/2015,15-30,60,NA,120,m,21,1.0085,1.0015,
JAVI,9/23/2015,15-30,60,NA,1440,m,20.5,1.007,1.0010,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
